word,count_a,count_b,delta_cos,neighbor_jaccard,change_score
চাইবে,70,179,0.1893,0.07527,1.01938
হাতল,44,100,0.16643,0.06383,1.01938
বিলিয়ে,47,72,0.16635,0.06383,1.01935
বাঁট,32,38,0.12195,0.04167,1.01931
পাল্লায়,62,122,0.18913,0.07527,1.0193
বলিলেনএ,51,40,0.18914,0.07527,1.0193
কেনা,173,227,0.23633,0.0989,1.01926
কিছুতে,2087,1227,0.26061,0.11111,1.01919
ক্লান্ত,357,533,0.21221,0.08696,1.01915
চিরুনি,33,108,0.16586,0.06383,1.0191
মুচকি,104,171,0.18875,0.07527,1.0191
নিদারুণ,218,176,0.18849,0.07527,1.01898
সবিস্তারে,95,44,0.1885,0.07527,1.01898
শীগগির,52,75,0.0998,0.03093,1.01897
কচু,34,72,0.21183,0.08696,1.01896
মমতা,163,213,0.26015,0.11111,1.01896
সপ্তাহে,96,120,0.23571,0.0989,1.01896
নিয়েছেন,74,247,0.26009,0.11111,1.01893
কারণটা,80,176,0.18838,0.07527,1.01892
প্ল্যাটফর্মে,77,89,0.14309,0.05263,1.01891
ঘুমাইয়া,404,101,0.16539,0.06383,1.01887
আলোড়িত,70,28,0.14299,0.05263,1.01886
বহুক্ষণ,272,67,0.18824,0.07527,1.01885
চাকর,931,849,0.25986,0.11111,1.01882
ঢিপ,24,42,0.1653,0.06383,1.01882
শিং,54,71,0.14281,0.05263,1.01877
এদিকওদিক,127,264,0.18805,0.07527,1.01876
সঙ্কীর্ণ,132,55,0.12086,0.04167,1.01876
অত্য,621,312,0.2353,0.0989,1.01875
মাইনর,25,21,0.12081,0.04167,1.01874
চিহ্ন,718,544,0.23526,0.0989,1.01873
অশ্রু,424,186,0.23521,0.0989,1.0187
ভিক্টোরিয়া,22,27,0.1426,0.05263,1.01867
আবেগ,291,315,0.23503,0.0989,1.01861
পড়াশুনা,131,128,0.18766,0.07527,1.01856
হইনি,65,80,0.12042,0.04167,1.01854
দুশ,41,38,0.2348,0.0989,1.0185
বেড়াবে,39,57,0.21078,0.08696,1.01843
ব্যোমকেশবাবু,57,59,0.14212,0.05263,1.01843
গালিচা,31,21,0.14209,0.05263,1.01841
বজ্জাত,62,41,0.14209,0.05263,1.01841
ছেড়ে,1969,4025,0.18735,0.07527,1.0184
ভাড়া,544,519,0.23458,0.0989,1.01839
রেখেছি,247,417,0.23458,0.0989,1.01839
পরাইয়া,189,39,0.18722,0.07527,1.01834
শুনিনি,131,184,0.21056,0.08696,1.01832
দৈন্য,118,99,0.18696,0.07527,1.01821
কৌতূহল,489,605,0.2586,0.11111,1.01819
খিচুড়ি,63,80,0.21022,0.08696,1.01815
মেলামেশা,73,102,0.16395,0.06383,1.01815
পৌঁছু,27,60,0.11962,0.04167,1.01814
তাপে,62,36,0.11957,0.04167,1.01812
ডিউ,42,136,0.18671,0.07527,1.01809
গালে,227,491,0.21008,0.08696,1.01808
তৃষ্ণা,121,91,0.23396,0.0989,1.01808
কোমরে,147,263,0.18667,0.07527,1.01806
ধ্বনির,29,25,0.11946,0.04167,1.01806
খেয়েদেয়ে,58,66,0.11943,0.04167,1.01805
সম্মেলনে,34,33,0.11938,0.04167,1.01802
চক্ষু,2014,801,0.28316,0.1236,1.01798
লাউ,22,28,0.14114,0.05263,1.01794
সারাদিন,487,609,0.28305,0.1236,1.01793
নৌকোয়,43,84,0.14093,0.05263,1.01784
কণ্ঠস্বরে,214,210,0.18619,0.07527,1.01783
সরিয়া,733,166,0.23347,0.0989,1.01783
সাইজ,20,119,0.14091,0.05263,1.01782
ওরে,589,537,0.28282,0.1236,1.01781
ভাগীরথী,21,21,0.11892,0.04167,1.01779
মাম,25,22,0.11887,0.04167,1.01777
বাচ,146,191,0.18606,0.07527,1.01776
চরে,80,81,0.16311,0.06383,1.01773
তোড়া,43,41,0.11871,0.04167,1.01769
পালাবে,59,93,0.14057,0.05263,1.01765
নিরতিশয়,124,20,0.18551,0.07527,1.01749
মথিত,32,21,0.11817,0.04167,1.01742
বর্ষাকালে,52,30,0.11799,0.04167,1.01733
হাঁড়ি,278,315,0.20858,0.08696,1.01733
আবরণ,214,117,0.18514,0.07527,1.0173
দুর্ঘটনা,114,154,0.20839,0.08696,1.01724
ঝিকিমিকি,24,40,0.09631,0.03093,1.01723
উত্তাল,36,56,0.11773,0.04167,1.0172
নীলাভ,26,65,0.0962,0.03093,1.01717
পরিচায়ক,63,49,0.09614,0.03093,1.01714
আরবী,53,50,0.16187,0.06383,1.01711
বলিলাম‌,63,147,0.18462,0.07527,1.01704
পাটনা,50,71,0.16173,0.06383,1.01703
মুরগি,38,140,0.16169,0.06383,1.01702
প্রতিবেশী,218,159,0.20783,0.08696,1.01696
ভিজিট,35,27,0.13912,0.05263,1.01693
আহ,761,275,0.25596,0.11111,1.01687
ঠিকানায়,61,48,0.13892,0.05263,1.01683
নিঝুম,49,143,0.16118,0.06383,1.01676
শতাব্দীর,193,125,0.23133,0.0989,1.01676
মায়ে,30,46,0.13874,0.05263,1.01674
অনুমান,836,867,0.23121,0.0989,1.0167
সামন,438,1117,0.25553,0.11111,1.01665
রেহা,82,176,0.13847,0.05263,1.01661
সঁপে,53,53,0.16082,0.06383,1.01658
নেতৃত্ব,76,113,0.11646,0.04167,1.01657
পরিধি,24,41,0.11644,0.04167,1.01655
দুচারদিন,20,34,0.11637,0.04167,1.01652
দিগন্,49,69,0.09488,0.03093,1.01651
দুমাস,99,107,0.18356,0.07527,1.01651
নাস্তিক,95,53,0.18356,0.07527,1.01651
উৎকর্ণ,48,77,0.09471,0.03093,1.01643
ছবির,278,355,0.25507,0.11111,1.01643
পাত্রে,101,51,0.1834,0.07527,1.01643
মুছিয়ে,28,50,0.09471,0.03093,1.01643
কাঁখে,35,22,0.09469,0.03093,1.01642
মহাসাগর,44,66,0.18337,0.07527,1.01642
ফিরিব,306,60,0.18334,0.07527,1.0164
সস্তা,154,124,0.13802,0.05263,1.01638
মিনতি,187,141,0.18324,0.07527,1.01635
বেড়া,789,1072,0.25489,0.11111,1.01634
রাস্ত,541,943,0.23041,0.0989,1.0163
মহাভারত,220,119,0.23039,0.0989,1.01629
ভাজ,99,111,0.20642,0.08696,1.01626
পোলা,60,110,0.20636,0.08696,1.01622
স্যাঁতসেঁ,32,29,0.11571,0.04167,1.01619
ক্ষুধ,111,95,0.20625,0.08696,1.01617
ঔৎসুক্য,76,45,0.11539,0.04167,1.01603
পুড়িয়ে,126,203,0.18259,0.07527,1.01602
প্রতিষ্ঠ,55,51,0.11535,0.04167,1.01601
কোরো,359,387,0.18249,0.07527,1.01598
উনিশ,87,183,0.25411,0.11111,1.01594
কাঁপিয়া,276,54,0.1823,0.07527,1.01588
বলছিস,32,185,0.1822,0.07527,1.01583
ওপ,43,76,0.15917,0.06383,1.01576
খোলব,22,40,0.15912,0.06383,1.01573
ডুব,154,221,0.27858,0.1236,1.01569
অতৃপ্ত,50,53,0.1147,0.04167,1.01568
লিখি,633,155,0.22905,0.0989,1.01563
দিব,2900,440,0.25345,0.11111,1.01562
ছুঁড়,61,78,0.13644,0.05263,1.01559
বয়সে,959,833,0.20504,0.08696,1.01557
করতলে,48,20,0.15876,0.06383,1.01555
পৌঁছিয়া,251,77,0.15873,0.06383,1.01554
অমাবস্যা,44,52,0.20482,0.08696,1.01545
ঢালু,92,136,0.13612,0.05263,1.01543
বেশিদূর,24,39,0.1361,0.05263,1.01542
লাগা,196,446,0.22865,0.0989,1.01542
সইতে,207,216,0.18136,0.07527,1.01541
একটু,9653,13857,0.13604,0.05263,1.01539
ইলিশ,40,58,0.18125,0.07527,1.01536
প্রকাশ,3382,1692,0.2285,0.0989,1.01535
নামিল,109,42,0.13582,0.05263,1.01528
আক্রান্ত,138,58,0.18108,0.07527,1.01527
পরিবর্তন,647,598,0.25276,0.11111,1.01527
জ্বালা,518,633,0.20432,0.08696,1.0152
তিরিশ,35,111,0.18094,0.07527,1.0152
প্রতিশব্দ,32,21,0.09223,0.03093,1.01519
এবেলা,72,37,0.15785,0.06383,1.0151
গামছা,143,183,0.20409,0.08696,1.01509
হার্ট,27,83,0.20401,0.08696,1.01505
পালায়,96,124,0.18055,0.07527,1.015
চুরম,52,51,0.1576,0.06383,1.01497
হট্টগোল,30,76,0.1804,0.07527,1.01493
কৌটো,52,130,0.13505,0.05263,1.01489
চামড়,108,168,0.18028,0.07527,1.01487
আক্রমণ,1004,514,0.27691,0.1236,1.01486
আসামী,186,134,0.2275,0.0989,1.01485
বাসন,246,168,0.22742,0.0989,1.01481
খাওয়ালে,22,34,0.11285,0.04167,1.01476
চিঁড়ে,22,20,0.09138,0.03093,1.01476
পটে,31,34,0.13478,0.05263,1.01476
এক্ষুনি,87,323,0.15715,0.06383,1.01475
খাইয়া,1155,180,0.22718,0.0989,1.01469
পদ্ধতির,31,40,0.07018,0.02041,1.01468
পুস্তক,435,60,0.20326,0.08696,1.01467
হরিণ,269,261,0.27653,0.1236,1.01467
ফণা,58,75,0.15695,0.06383,1.01464
ক্ষেত,73,84,0.1798,0.07527,1.01463
ডিপার্টমেন্ট,39,51,0.13451,0.05263,1.01462
ঝোলানো,46,127,0.13438,0.05263,1.01456
পাঠিয়েছি,73,103,0.17957,0.07527,1.01452
দেখাব,58,89,0.13428,0.05263,1.01451
মুদিত,69,38,0.15668,0.06383,1.01451
দিলুম,243,373,0.22675,0.0989,1.01447
খাটে,232,244,0.25114,0.11111,1.01446
শাড়ির,49,183,0.20267,0.08696,1.01438
বলিলেনতুমি,38,31,0.22645,0.0989,1.01433
হাঃ,161,126,0.17921,0.07527,1.01433
উত্তরাধিকারী,70,45,0.1339,0.05263,1.01432
ঝাল,66,105,0.15619,0.06383,1.01427
থাকত,500,1225,0.27573,0.1236,1.01427
বোম্বা,134,137,0.17885,0.07527,1.01415
দোকান,883,1498,0.27547,0.1236,1.01414
লাঠির,92,102,0.15583,0.06383,1.01409
ভাটা,42,98,0.17856,0.07527,1.01401
শেষ,5446,6732,0.13325,0.05263,1.01399
গচ্ছিত,25,35,0.13313,0.05263,1.01393
হপ্তা,34,73,0.13304,0.05263,1.01389
অনুপ্রাণিত,40,37,0.08951,0.03093,1.01383
শুইয়ে,68,168,0.13293,0.05263,1.01383
ফিটফাট,21,47,0.11083,0.04167,1.01375
ডালা,72,63,0.20122,0.08696,1.01365
বেঞ্চে,37,44,0.13256,0.05263,1.01365
বিস্তীর্ণ,136,89,0.20117,0.08696,1.01363
নতজানু,43,60,0.13245,0.05263,1.01359
বহুৎ,60,76,0.15482,0.06383,1.01358
ফেরেন,30,34,0.15477,0.06383,1.01356
মাখা,89,121,0.20103,0.08696,1.01356
ধারণার,59,74,0.11038,0.04167,1.01352
অবশ,159,150,0.22472,0.0989,1.01346
খেলনা,64,90,0.13216,0.05263,1.01345
হত্যা,628,1156,0.24898,0.11111,1.01338
নাক,684,1470,0.29947,0.13636,1.01337
দুঃখ,3084,1927,0.2245,0.0989,1.01335
কানাকড়ি,20,31,0.08851,0.03093,1.01333
মোর,1107,276,0.27384,0.1236,1.01332
খেয়া,59,67,0.15426,0.06383,1.0133
সরু,296,642,0.20051,0.08696,1.0133
ছাদ,211,178,0.17712,0.07527,1.01329
ওমা,155,168,0.17709,0.07527,1.01327
আসবে,884,1889,0.2487,0.11111,1.01324
বিশ্লেষণ,98,132,0.15415,0.06383,1.01324
রান্নাবান্না,34,45,0.08818,0.03093,1.01316
রিভলভ,186,116,0.22412,0.0989,1.01316
সূর্যোদয়,104,68,0.22398,0.0989,1.01309
উপন্যাসে,30,41,0.10927,0.04167,1.01297
দিয়ো,286,135,0.19985,0.08696,1.01297
বুদ্ধিমান,334,242,0.22374,0.0989,1.01297
কুকুরে,27,30,0.10917,0.04167,1.01292
এঁটো,55,57,0.10908,0.04167,1.01287
হলদে,129,232,0.17624,0.07527,1.01285
লাফাইয়া,235,103,0.17617,0.07527,1.01282
মুগ্ধ,539,370,0.24784,0.11111,1.01281
মুষ্,91,48,0.13083,0.05263,1.01278
মৃদুকণ্ঠে,185,214,0.19939,0.08696,1.01274
পাইবে,626,82,0.22325,0.0989,1.01273
সংস্থান,83,33,0.15309,0.06383,1.01272
ডোবা,57,81,0.13067,0.05263,1.0127
কৌতুক,261,240,0.19926,0.08696,1.01268
ঠোঁটে,50,309,0.19904,0.08696,1.01256
আসে,3236,4588,0.19902,0.08696,1.01255
স্তূপ,103,62,0.15262,0.06383,1.01248
সীমাহীন,62,49,0.13014,0.05263,1.01244
সাদাসিধে,34,45,0.15246,0.06383,1.0124
তৃপ্তি,266,207,0.1987,0.08696,1.01239
আভা,122,137,0.17525,0.07527,1.01236
অন্ধকার,441,438,0.19857,0.08696,1.01233
ঘোল,37,21,0.1523,0.06383,1.01232
দীনতা,64,39,0.15228,0.06383,1.01231
মার্কিন,36,89,0.17511,0.07527,1.01229
গাছতলায়,162,131,0.12979,0.05263,1.01227
ফুটন্ত,49,37,0.12973,0.05263,1.01223
নাসা,34,20,0.17491,0.07527,1.01219
সস্তায়,50,38,0.12964,0.05263,1.01219
অস্বস্তি,104,350,0.19827,0.08696,1.01218
পাইব,656,48,0.27148,0.1236,1.01214
অভাবনীয়,90,66,0.17476,0.07527,1.01211
রেল,78,177,0.2219,0.0989,1.01205
হিম,112,177,0.19801,0.08696,1.01205
লেজ,110,103,0.198,0.08696,1.01204
ছাগল,168,281,0.27123,0.1236,1.01202
আসবাবপত্র,63,75,0.12928,0.05263,1.01201
পরশু,229,326,0.17452,0.07527,1.01199
বাহু,452,288,0.19787,0.08696,1.01198
সকলে,4786,2218,0.22157,0.0989,1.01188
ওঠব,77,153,0.17408,0.07527,1.01177
দাঁড়াইয়া,3599,932,0.22129,0.0989,1.01174
ঘুমাইত,98,38,0.151,0.06383,1.01167
হুহু,116,83,0.17365,0.07527,1.01155
ভেজাইয়া,24,20,0.08491,0.03093,1.01153
আভাস,303,432,0.1967,0.08696,1.0114
নামিয়া,872,326,0.22058,0.0989,1.01139
খালাস,131,138,0.22045,0.0989,1.01133
কইরা,66,67,0.26983,0.1236,1.01132
ছুরি,367,268,0.26977,0.1236,1.01129
সিন্দুর,26,30,0.15023,0.06383,1.01128
দুদি,60,124,0.17307,0.07527,1.01126
একধারে,180,114,0.22029,0.0989,1.01124
বিকীর্ণ,77,32,0.1501,0.06383,1.01122
অপ্রশস্ত,26,22,0.12761,0.05263,1.01117
পিঠে,443,787,0.26953,0.1236,1.01117
প্রৌঢ়,143,177,0.24428,0.11111,1.01103
নিবে,96,116,0.19595,0.08696,1.01102
গাধা,154,153,0.24397,0.11111,1.01087
প্যাসেঞ্জ,30,53,0.12698,0.05263,1.01086
শোও,49,33,0.10488,0.04167,1.01077
ঘণ্টায়,72,56,0.14919,0.06383,1.01076
দেখেছিস,38,109,0.12676,0.05263,1.01075
প্রতিনমস্ক,26,25,0.12674,0.05263,1.01074
স্নিগ্ধ,353,223,0.14872,0.06383,1.01053
এনেছেন,80,94,0.17154,0.07527,1.0105
ছানা,109,149,0.19486,0.08696,1.01047
অব্যক্ত,142,58,0.14843,0.06383,1.01038
চীৎক,535,141,0.26786,0.1236,1.01034
চৈ,31,37,0.24282,0.11111,1.0103
ভালব,244,227,0.19444,0.08696,1.01027
জানোয়,123,399,0.21821,0.0989,1.0102
নাড়ে,28,109,0.17089,0.07527,1.01018
ঝরিয়া,226,40,0.17088,0.07527,1.01017
খাটুনি,59,47,0.12544,0.05263,1.01009
আহত,386,245,0.24229,0.11111,1.01003
টেলিগ্রাম,135,142,0.14771,0.06383,1.01003
লিখেছেন,154,220,0.19395,0.08696,1.01002
অঘটন,30,79,0.14763,0.06383,1.00998
তুইও,55,110,0.17048,0.07527,1.00997
দৃঢ়স্বরে,85,55,0.12518,0.05263,1.00996
দক্ষিণে,256,211,0.19382,0.08696,1.00995
বোতাম,91,199,0.21766,0.0989,1.00993
এসেন্স,22,21,0.10309,0.04167,1.00988
গ্লানি,136,151,0.17028,0.07527,1.00987
দেরাজের,44,22,0.10307,0.04167,1.00987
অভিজ্ঞত,89,149,0.14731,0.06383,1.00983
কেশ,199,140,0.26678,0.1236,1.00979
ঘামে,29,75,0.1248,0.05263,1.00977
দেখেছেন,182,395,0.21734,0.0989,1.00977
বিকালে,148,164,0.16995,0.07527,1.00971
কোথায়,6948,6885,0.14704,0.06383,1.00969
বর্ধমান,67,96,0.14704,0.06383,1.00969
খায়নি,37,73,0.19308,0.08696,1.00958
পাঞ্জাব,48,71,0.14677,0.06383,1.00956
জুতা,208,65,0.16948,0.07527,1.00947
বলিলেনকি,32,22,0.12416,0.05263,1.00945
শোবে,40,40,0.12411,0.05263,1.00942
চোর,963,979,0.31762,0.14943,1.00938
বাগ,582,330,0.19267,0.08696,1.00938
নে,2134,968,0.26589,0.1236,1.00935
টান,1398,3688,0.21648,0.0989,1.00934
মাঝারি,71,167,0.16911,0.07527,1.00929
লালচে,20,117,0.14622,0.06383,1.00928
খিড়কি,40,34,0.16893,0.07527,1.0092
জিব,41,58,0.10169,0.04167,1.00918
লঙ্কা,60,85,0.1688,0.07527,1.00913
ডুবে,231,406,0.21599,0.0989,1.00909
নুয়ে,41,66,0.12345,0.05263,1.00909
রোগীর,239,113,0.19204,0.08696,1.00906
শেখা,205,186,0.24028,0.11111,1.00903
অসংযত,35,28,0.12313,0.05263,1.00893
আমেরিকা,67,86,0.19173,0.08696,1.00891
তরকারির,28,27,0.12307,0.05263,1.0089
প্রান্তর,210,126,0.16831,0.07527,1.00889
ডেপু,92,71,0.12298,0.05263,1.00886
শুনিয়ে,121,195,0.19163,0.08696,1.00886
হিংসায়,23,32,0.1229,0.05263,1.00882
ছেলের,1100,995,0.26479,0.1236,1.0088
থোড়া,20,34,0.16811,0.07527,1.00878
ঘুণাক্ষরে,40,65,0.10078,0.04167,1.00873
কণ্ঠে,879,1435,0.21514,0.0989,1.00867
হিমালয়,185,114,0.26452,0.1236,1.00867
চুমু,47,130,0.16781,0.07527,1.00863
ধারে,1519,1265,0.19111,0.08696,1.0086
আলুথালু,28,38,0.14476,0.06383,1.00855
আসিত,1277,330,0.23923,0.11111,1.00851
ফারসি,24,125,0.14467,0.06383,1.00851
সাদর,50,68,0.14464,0.06383,1.00849
ঘামা,41,58,0.1222,0.05263,1.00847
সন্দেহ,2670,2213,0.21468,0.0989,1.00844
আঠা,23,31,0.12199,0.05263,1.00836
গোছা,112,147,0.21441,0.0989,1.0083
সাত,985,970,0.28929,0.13636,1.00828
শুইয়া,896,217,0.21435,0.0989,1.00827
পড়ুন,63,51,0.12175,0.05263,1.00825
গঠনে,33,20,0.09964,0.04167,1.00815
দেখব,652,1008,0.21404,0.0989,1.00812
সেদিন,2923,3023,0.19016,0.08696,1.00812
জ্যোৎস্ন,100,64,0.14387,0.06383,1.0081
পাবো,86,98,0.16674,0.07527,1.0081
বললেকী,43,43,0.14361,0.06383,1.00798
স্টোভ,32,44,0.14346,0.06383,1.0079
বোট,121,34,0.16631,0.07527,1.00788
শোরগোল,24,62,0.14339,0.06383,1.00787
হাবভাব,38,73,0.18961,0.08696,1.00785
মূলধন,84,72,0.14328,0.06383,1.00781
পড়িয়া,4905,840,0.26269,0.1236,1.00775
সন্দিগ্ধভাবে,27,33,0.12071,0.05263,1.00772
পেন,26,38,0.16587,0.07527,1.00767
পালাল,61,135,0.12052,0.05263,1.00763
বিজ্ঞাপন,303,256,0.23747,0.11111,1.00762
উত্তরপশ্চিম,21,38,0.12035,0.05263,1.00754
পাটনায়,37,69,0.12033,0.05263,1.00753
রাজপথ,153,53,0.16555,0.07527,1.00751
পরদা,52,64,0.16532,0.07527,1.00739
মোড়ে,108,197,0.21239,0.0989,1.0073
হয়েছি,219,360,0.23682,0.11111,1.0073
চিৎকার,20,40,0.14225,0.06383,1.00729
প্রৌঢ়া,125,31,0.18844,0.08696,1.00727
নারিকেল,121,28,0.16497,0.07527,1.00722
ক্ষতিপূরণ,38,35,0.14198,0.06383,1.00716
পাঁচসাত,50,73,0.18822,0.08696,1.00715
কংগ্রেস,370,152,0.26141,0.1236,1.00711
প্রাদেশিক,58,49,0.14189,0.06383,1.00711
দুটাকা,43,22,0.14182,0.06383,1.00708
মেসের,58,75,0.16458,0.07527,1.00702
মজুত,46,31,0.09734,0.04167,1.007
কয়েকখানা,55,54,0.16425,0.07527,1.00685
সৈন্য,1000,234,0.26043,0.1236,1.00662
অকাট্য,58,33,0.11829,0.05263,1.00651
আঘাত,1320,826,0.21065,0.0989,1.00643
বসেছি,63,187,0.2104,0.0989,1.0063
মরুভূমি,126,93,0.18652,0.08696,1.0063
ভাবনায়,65,108,0.18641,0.08696,1.00625
আহার,265,65,0.16282,0.07527,1.00614
পালিয়ে,515,861,0.21007,0.0989,1.00613
গুড,30,163,0.21002,0.0989,1.00611
মনোযোগ,343,250,0.21002,0.0989,1.00611
পর্দা,218,310,0.25938,0.1236,1.0061
বাগানে,332,458,0.20984,0.0989,1.00602
বিহ্বল,164,173,0.20976,0.0989,1.00598
সায়,285,243,0.2097,0.0989,1.00595
আকাঙক্ষা,43,41,0.11708,0.05263,1.00591
অস্তমিত,27,20,0.09514,0.04167,1.0059
শান্তকণ্ঠে,36,43,0.13943,0.06383,1.00588
বিয়ে,1586,2557,0.18559,0.08696,1.00584
পৌঁ,551,1173,0.23384,0.11111,1.00581
অসাড়,87,139,0.13924,0.06383,1.00579
সংবাদপত্রে,44,50,0.13914,0.06383,1.00574
অদ্ভুত,1213,1633,0.25862,0.1236,1.00572
মার্জিত,61,42,0.13891,0.06383,1.00563
দুপাশ,26,85,0.1389,0.06383,1.00562
জানাব,60,59,0.09437,0.04167,1.00552
ছুট,318,720,0.28369,0.13636,1.00548
খেলা,1210,1211,0.28361,0.13636,1.00544
দুঃখে,565,273,0.23301,0.11111,1.00539
ক্ষোভ,180,160,0.18466,0.08696,1.00538
একমুখ,23,69,0.16129,0.07527,1.00537
ব্যারাম,50,86,0.18445,0.08696,1.00527
মে,172,167,0.20824,0.0989,1.00522
বোতল,181,465,0.28315,0.13636,1.00521
রাত্রির,461,426,0.20821,0.0989,1.0052
রাস্তা,765,1602,0.23263,0.11111,1.0052
আফিং,29,26,0.1609,0.07527,1.00518
নোং,164,225,0.20814,0.0989,1.00517
বাটা,72,55,0.23247,0.11111,1.00513
কাচা,28,26,0.1155,0.05263,1.00512
ঘাড়,1240,1169,0.20805,0.0989,1.00512
দ্বিতলে,29,22,0.07198,0.03093,1.00506
মাইলখানেক,23,44,0.09335,0.04167,1.00501
ঢুকল,156,457,0.18388,0.08696,1.00498
খসিয়া,141,39,0.16045,0.07527,1.00495
চব্বিশ,120,150,0.20771,0.0989,1.00495
সপ্তাহ,223,161,0.2077,0.0989,1.00495
বসিল,1278,369,0.23194,0.11111,1.00486
খিদিরপুর,27,24,0.09298,0.04167,1.00482
উষ্ণীষ,35,22,0.11484,0.05263,1.00479
ওষুধ,542,673,0.23169,0.11111,1.00473
আঁচলে,164,95,0.18331,0.08696,1.0047
আন্তর্জাতিক,44,52,0.11462,0.05263,1.00468
শুনে,2428,4296,0.18327,0.08696,1.00468
মোটর,380,460,0.30818,0.14943,1.00466
পারলি,24,36,0.18313,0.08696,1.00461
ঢুকলে,55,67,0.13686,0.06383,1.0046
নিভাইয়া,32,21,0.07089,0.03093,1.00452
অবিবাহিত,71,55,0.15956,0.07527,1.00451
পাজি,77,58,0.13653,0.06383,1.00444
অসুখ,790,616,0.20664,0.0989,1.00442
রোদে,100,242,0.15929,0.07527,1.00438
জনসাধারণের,118,90,0.11398,0.05263,1.00436
পাল,1621,2303,0.28112,0.13636,1.0042
স্নেহের,384,142,0.23058,0.11111,1.00418
মাধুর্য,114,67,0.13599,0.06383,1.00417
সোনালী,27,65,0.11351,0.05263,1.00412
ছায়ায়,299,191,0.20577,0.0989,1.00399
স্তুপ,35,27,0.11325,0.05263,1.00399
ছোঁড়া,189,174,0.23014,0.11111,1.00396
ওকথা,150,137,0.13555,0.06383,1.00395
উদ্দাম,120,95,0.18176,0.08696,1.00392
কিল,85,107,0.20565,0.0989,1.00392
বিচ্ছুরিত,20,34,0.0911,0.04167,1.00389
বন্ধু,2129,2327,0.25486,0.1236,1.00383
খাবো,97,72,0.13524,0.06383,1.00379
দাঁড়াই,426,147,0.15811,0.07527,1.00379
ঝুলিত,76,22,0.09089,0.04167,1.00378
বিঘা,73,39,0.1351,0.06383,1.00372
উদ্বিগ্ন,182,209,0.18132,0.08696,1.0037
নারকেল,29,66,0.15787,0.07527,1.00367
চারদি,160,592,0.20512,0.0989,1.00366
দেখাচ্,24,48,0.09066,0.04167,1.00366
উল্টাইয়া,74,30,0.11254,0.05263,1.00364
শাস্তি,595,342,0.25444,0.1236,1.00363
পত্রিকা,61,164,0.22939,0.11111,1.00358
হাউ,73,126,0.2048,0.0989,1.0035
রাত্ৰি,23,57,0.18088,0.08696,1.00348
স্বরে,1365,990,0.22915,0.11111,1.00346
কুলি,153,328,0.25406,0.1236,1.00344
পরলে,38,41,0.09015,0.04167,1.00341
গেলাসে,32,56,0.13429,0.06383,1.00332
থিয়ে,99,138,0.22876,0.11111,1.00327
শ্রদ্ধায়,53,38,0.13416,0.06383,1.00325
মেয়াদ,34,47,0.11171,0.05263,1.00322
বলেছি,386,1162,0.22864,0.11111,1.00321
কবিত,169,172,0.22858,0.11111,1.00318
পৌঁছ,62,214,0.22857,0.11111,1.00317
অপ্রস্তুত,91,198,0.18017,0.08696,1.00313
চিঠিপত্র,120,84,0.13391,0.06383,1.00313
হাঁকিয়ে,26,31,0.11142,0.05263,1.00308
ব্যাকুল,538,302,0.20384,0.0989,1.00302
সম্মেলন,30,58,0.13367,0.06383,1.003
রেলওয়ে,86,58,0.15639,0.07527,1.00292
রৌদ্র,277,119,0.22785,0.11111,1.00282
কানে,1572,1805,0.17954,0.08696,1.00281
বিকেলের,60,221,0.2034,0.0989,1.0028
নোঙর,54,57,0.15608,0.07527,1.00277
অবস্থাপন্ন,59,23,0.13314,0.06383,1.00274
একটানা,125,249,0.17939,0.08696,1.00274
খেয়ো,40,34,0.11062,0.05263,1.00268
পড়িল,3324,754,0.25253,0.1236,1.00267
ওপার,73,94,0.13296,0.06383,1.00265
শিথিল,255,210,0.17916,0.08696,1.00262
সচকি,38,20,0.11046,0.05263,1.0026
থলে,49,94,0.13274,0.06383,1.00254
বোন,754,934,0.25209,0.1236,1.00245
পায়ে,1317,1619,0.22707,0.11111,1.00242
গঙ্গা,224,262,0.252,0.1236,1.00241
দীর্ঘশ্বাস,247,350,0.2026,0.0989,1.0024
সকৌতুক,33,28,0.10973,0.05263,1.00223
অনুবা,28,29,0.10963,0.05263,1.00218
বসানো,120,225,0.1549,0.07527,1.00218
যন্ত্রপাতি,37,68,0.17824,0.08696,1.00216
উঠিল,5462,1140,0.22642,0.11111,1.0021
আহ্বান,671,357,0.20194,0.0989,1.00207
ইউ,55,290,0.22636,0.11111,1.00207
হাজারের,36,25,0.08745,0.04167,1.00206
বসেছিল,91,342,0.22633,0.11111,1.00205
বললেতা,27,79,0.15456,0.07527,1.00201
ডেকেছি,31,65,0.13162,0.06383,1.00198
কুমারী,195,134,0.20167,0.0989,1.00193
গতির,86,38,0.17746,0.08696,1.00177
বোঝে,354,565,0.20133,0.0989,1.00176
তেলের,105,95,0.17741,0.08696,1.00175
শ্বেত,127,46,0.1774,0.08696,1.00174
নেড়ু,21,21,0.0868,0.04167,1.00173
কথাবার্তায়,93,75,0.17725,0.08696,1.00167
উঠলো,150,750,0.2255,0.11111,1.00164
আচ্ছাদিত,41,21,0.1536,0.07527,1.00153
হাঁটুর,97,125,0.13053,0.06383,1.00143
তিথি,41,37,0.20061,0.0989,1.0014
পরিবার,346,227,0.27553,0.13636,1.0014
ঘনিষ্ঠতা,106,164,0.1533,0.07527,1.00138
